position	channelId	channelTitle	videoId	publishedAt	publishedAtSQL	videoTitle	videoDescription	videoCategoryId	videoCategoryLabel	duration	durationSec	dimension	definition	caption	thumbnail_maxres	licensedContent	viewCount	likeCount	dislikeCount	favoriteCount	commentCount
233	UCOhwrhPVZoBVHCVY7o25kBw	Unicorn Tingles	nVLinVcjANA	2018-03-15T12:00:04.000Z	2018-03-15 12:00:04	MOST SATISFYING SLIME PRESSING VIDEO l Most Satisfying Slime ASMR Compilation 2018	New Oddly Satisfying videos. SLIME PRESSING - Most Satisfying Slime ASMR Video! Most Satisfying Slime Video Compilation on Salsa Sauce! This is amazing! If you want see more Slime ASMR Videos please leave like and subscribe! If you want more cool slime videos I would recommend you amazing IG - https://www.instagram.com/WaveSlimes/ Download the Musical.ly app http://musical.ly/ #musically #musicallyapp #muser Share this video with your friends and make it viral! CREDITS!! Instagramer: @satisfying_asmr_slime_videos ► https://www.instagram.com/satisfying_asmr_slime_videos/ @diy_satisfying_slimey ► https://www.instagram.com/diy_satisfying_slimey/ @asmr.vidz1 ► https://www.instagram.com/asmr.vidz1/ @asmr_slime_youtuber ►https://www.instagram.com/asmr_slime_youtuber/ @asmr_satisfying_slime_videos https://www.instagram.com/asmr_satisfying_slime_videos/ @mangoeslime ► https://www.instagram.com/mangoeslime/ @alka.slimes ► https://www.instagram.com/alka.slimes/ @kenslees_kreations ► https://www.instagram.com/kenslees_kreations/ @me_so_slimey ► https://www.instagram.com/me_so_slimey/ @slime.by.maddie ► https://www.instagram.com/slime.by.maddie/ @slime_time_az ► https://www.instagram.com/slime_time_az/ Youtuber: Curiosity2U ► https://www.youtube.com/channel/UC7zECLUYFZ9IG6FPUeVFEJg Rainbow Unicorn Videos ► https://www.youtube.com/channel/UCr0zbJvBZpiklv-e67oyDyw ASMR - Experiments - Minute Crafts ► https://www.youtube.com/channel/UCTc_CEIOEDkRHQbKGLRDMJQ Satisfying ASMR Videos ► https://www.youtube.com/channel/UCOhwrhPVZoBVHCVY7o25kBw Funny ASMR Sounds ► https://www.youtube.com/channel/UCM1jmB54GlRclaLMZBQLl7w Love Krystlynn ► https://www.youtube.com/channel/UCz_yWE-YnlC7xJipo6G9I1w Best ASMR Videos: Crushing Soaked Floral Foam! Satisfying ASMR COMPILATION! ► https://www.youtube.com/watch?v=Pg-GKyxvQSQ I pressed Floral Foam with my shoes It was very satisfying ► https://www.youtube.com/watch?v=GPc8RLV25T0 Asmr no talking wet foam block crush relaxing sounds ► https://www.youtube.com/watch?v=eI65WO4Z5rQ	24	Entertainment	PT10M15S	615	2d	hd	false	https://i.ytimg.com/vi/nVLinVcjANA/maxresdefault.jpg		9368	11	11	0	1
234	UC6bJQnCG4sGeffyTY2oqQoQ	Michaels Stores	vGSSs_XI8-s	2017-04-12T13:30:02.000Z	2017-04-12 13:30:02	Fun With Slime | Michaels	Add fun toppings and miniatures to your favorite slime. Squish, squeeze and stretch it. Add glitter for some extra sparkle. Get the recipe here: http://www.michaels.com/slime_projects SUBSCRIBE: http://bit.ly/SubscribeMichaelsStores About Michaels: Want to create something unique, get DIY tips, or add some sparkle to your life? Michaels® is here to inspire you! Take your creativity to the next level with new ideas and step-by-step techniques using on-trend materials, tools and technology for experienced makers and beginners too. SHOP ONLINE: http://bit.ly/ShopMichaels PINTEREST: http://bit.ly/MichaelsPinterest FACEBOOK: http://bit.ly/MichaelsFacebook INSTAGRAM: http://bit.ly/MichaelsInstagram TWITTER: http://bit.ly/MichaelsTwitter GOOGLE+: http://bit.ly/MichaelsGooglePosts Fun With Slime | Michaels https://www.youtube.com/user/MichaelsStores	26	Howto & Style	PT13S	13	2d	hd	true	https://i.ytimg.com/vi/vGSSs_XI8-s/maxresdefault.jpg		24225	108	8	0	3
235	UCVKYKvfQWEUPg-Mg23pkZ9w	Tech Will Save Us	JqBydVsTJJY	2018-11-28T20:16:22.000Z	2018-11-28 20:16:22	Electro Slime | Tech Will Save Us	Electro Dough has a new partner in crime..... here comes Electro Slime!	28	Science & Technology	PT38S	38	2d	hd	false	https://i.ytimg.com/vi/JqBydVsTJJY/maxresdefault.jpg		324	3	0	0	0
236	UC-glo52BMvZH9PPUamjGIcw	Kids Invent Stuff	oEvqNpcPk-U	2018-05-05T17:25:25.000Z	2018-05-05 17:25:25	Kids Invent Slime Inventions | Kids Invent Stuff	We challenged kids to send us their ideas for Slime inventions! Here's what they came up with... Thanks to the IET for their ongoing support of our work. https://www.theiet.org/ Have you seen our Dodgeball Launcher? https://youtu.be/in3LiaRL1Sk Have you seen us make Connor's Crazy Car? https://youtu.be/4_sF6ZFNzrg See our CopTank5000 designed by Jacob age 10 https://www.youtube.com/playlist?list=PLBsfTOjKcQe_0A1w6klXg5l6IChojhCCS Have you seen our Flamethrowing piano? (Invented by Radin age 8) https://youtu.be/DZSW-xMIqpU Check out our Custard Firing Superhero Suit Build (designed by Lucy age 7) https://www.youtube.com/playlist?list=PLBsfTOjKcQe8wpD3wc5ujmNxBlqWlfUFJ Watch our Household Robot Series (Invented by Izzy age 6) https://www.youtube.com/playlist?list=PLBsfTOjKcQe8HTnZpSgsIrvF37nmX1Bwa See us make and test Water Crossing Shoes and Suit (designed by Ruby age 7) https://www.youtube.com/playlist?list=PLBsfTOjKcQe--Ld76EmnkOSgMeuFFqQww Want to make something at home? Why not try our fan powered boats https://www.youtube.com/watch?v=a8ehcr4s_5Y https://www.kidsinventstuff.com Email: hello@kidsinventstuff.com Facebook: https://www.facebook.com/kidsinventstuff Twitter: https://twitter.com/kidsinventstuff	28	Science & Technology	PT3M37S	217	2d	hd	false	https://i.ytimg.com/vi/oEvqNpcPk-U/maxresdefault.jpg		2565	14	0	0	13
237	UC2a61_fpDR-lcZQX342ho2w	Laura Berg Life	bX5JjjrFWMo	2017-02-02T19:32:25.000Z	2017-02-02 19:32:25	SLIME Tested | 2 Different Recipes	Subscribe! - http://bit.ly/1OT2HiC Visit our Amazon Page - http://amzn.to/2B3tE22 this is one way you can support our channel. Thanks! We love making slime and there seems to be several different ways of making it. We decided to try two different ways - borax slime and laundry detergent slime. Watch the video to see how they turned out! Do you have a craft you'd like us to try, leave your suggestion in the comment section below. Check out other craft videos here: http://bit.ly/2bF692O If you'd like to support our channel you can donate here - http://bit.ly/2fDKF5v We will always continue to offer free content! Do you love travel? Be sure to check out our travel blog at http://www.travelfullife.com	26	Howto & Style	PT3M58S	238	2d	hd	false	https://i.ytimg.com/vi/bX5JjjrFWMo/maxresdefault.jpg	1	4817	41	2	0	
238	UCttB9sj5isxf4Ai2y5cJNIA	SoRPReSaS FeLiCeS Y JuGueTeS DiVeRTiDoS	S57suz5Dyrw	2019-05-30T20:14:28.000Z	2019-05-30 20:14:28	Mezclo 100 pegamentos para hacer slime	Hola mis pequeños adorados el día de hoy voy a mezclar más de 100 pegamentos para hacer slime, quedara un slime gigante e increíble no se pierdan el vídeo Extreme slime makeovers https://youtu.be/WOB-FnmZ31I Un mapache me mordió https://youtu.be/KU-xMKmQ_6Q Extreme slime makeovers https://youtu.be/yBqoUx6M17A Extreme slime makeovers https://youtu.be/whxCpoyNAAQ Extreme slime makeovers https://youtu.be/wlLmMFmmtmI Extreme slime makeovers https://youtu.be/0Qbq8Y1ZKUI Mezclando slime casero y comprado https://youtu.be/2Q0Wv-EQx7Q Extreme slime makeovers https://youtu.be/PYl4b5uARLE Mezclando slime en una alberca https://youtu.be/PJgEYh1h574 Extreme slime makeovers https://youtu.be/dtz7HDzBaIQ Mezclando slime con cosas verdes https://youtu.be/gixNvnPzFVA No elijas la play doh incorrecta https://youtu.be/ytGoY6k3qqM Extreme slime makeovers https://youtu.be/4WqSdV-q6_Y No elijas el helado incorrecto https://youtu.be/vTlzqcsXTDk Mezclando slime con cosas rosas https://youtu.be/DaYSLDANI5c Botella del slime https://youtu.be/BI0dFyDiFRs Mezclo toda mi coleccion de slime https://youtu.be/F8ER0vrpRYk No elijas los skittles incorrectos https://youtu.be/5NbmWht8qzI Mezclando slime con cosas rosas y MORADAS https://youtu.be/dD-F4eGbugQ Extreme slime makeovers https://youtu.be/lCr-N0oLYus no elijas la maruchan incorrecta https://youtu.be/wX97fi5jIzQ Extremeslime makeovers https://youtu.be/YEco_Y32lC8 SLIME con serpiente https://youtu.be/JdlrXunQ1e0 No elijas la goma de mascar incorrecta https://youtu.be/UWf-VT68XjQ No elijas las cremas incorrectas https://youtu.be/CzvmfYsj5CY Squishies caros vs squishies baratos https://youtu.be/Q_xigoUwCcA SLIME en el excusado https://youtu.be/xgLbXH7oX68 https://youtu.be/kfBOlgbm76E Comida de slime https://youtu.be/wJuWuxiytqw Extreme slime makeovers San Valentín https://youtu.be/QJVUdhsarfw No escojas los panditas incorrectos https://youtu.be/em2xVhfgfnk Mi perro decide mi slime https://youtu.be/bZ2_TeLWRQA Pelotas antiestres https://youtu.be/1tRiweYV7Fo Noescojas los corazones incorrectos https://youtu.be/2Br4DCTnnKc No escojas el shampoo incorrecto https://youtu.be/XXp1G2Krxg0 Extreme slime makeovers gigantes https://youtu.be/0KuWx_mV6eM Yoko elije mi slime https://youtu.be/DlNsUNN4eu4 No escojas los takis incorrectos https://youtu.be/SnIFFNyMwPo Extreme slime makeover s https://youtu.be/INEWyQafixo Pegamento falso https://youtu.be/7t8xGV-gLEM No escojas los doritos falsos https://youtu.be/QHaH3C8hz4I Mezclando slime con cosas random https://youtu.be/Ebl1Q4Jls0Q No elijas los m m incorrectos https://youtu.be/wUlIjhYyB20 Extreme Slime makeovers https://youtu.be/ui9GUbZcuCA Slime caro vs slime barato https://youtu.be/5ftumCZKdyc Slime caro vs barato https://youtu.be/R_v4LUVkyTw Bubbly slime gigante https://youtu.be/TNcdG3T8FO4 No elijas el huevo sorpresa incorrecto https://youtu.be/qmpPZ_rY1DA Extreme slime makeovers https://youtu.be/dnH8iJH0y6k No escojas la cajita feliz de McDonald's incorrecta https://youtu.be/xbwU1quwSuI Mezclando dulces en lugar de slime https://youtu.be/pHN1YJHyOEE No escojas el chicle incorrecto https://youtu.be/EBFE9MxsTtk	24	Entertainment	PT14M56S	896	2d	hd	false	https://i.ytimg.com/vi/S57suz5Dyrw/maxresdefault.jpg	1	478003	13826	885	0	2619
239	UCvQNb5opFXQui14ANhwMqGw	Freak O Music Vibes	J-UJjFjqATg	2018-07-05T18:30:00.000Z	2018-07-05 18:30:00	Slime Cinema - The Joy Of Riddim	Slime Cinema - The Joy Of Riddim 🔔Subscribe with notification on🔔 ●Join Our Squad: https://www.youtube.com/channel/UCvQNb5opFXQui14ANhwMqGw ●Free Download - https://www.toneden.io/slimecinema/post/slime-cinema-the-joy-of-riddim ●Stream - https://soundcloud.com/slimecinema/the-joy-of-riddim ●ArtWork - https://www.artstation.com/papan 📥SUBMIT TRACK/CONTACT - (realasfreak3@gmail.com) Support us via PayPal, highly, highly Appreciated. 🙏 https://www.paypal.me/realnav •••••••••••••••••••••••••••••••••••••••••••••••• 🔥FIND FOMV - ●Instagram - https://www.instagram.com/freakomv/ ●Twitter - https://twitter.com/AshterArnav ●Soundcloud - https://soundcloud.com/freak_omusicvibes10 ●Facebook - https://www.facebook.com/fomvyt/ 🔥Checkout Slime Cinema - ●Facebook - https://www.facebook.com/slimecinema ●Twitter - https://twitter.com/slimecinema ●SoundCloud - https://soundcloud.com/slimecinema •••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••• © If any artist or label has copyright issues with my video or has any issue with art I used in the video, please send me an e-mail to: (realasfreak3@gmail.com) . I will remove it immediately! 🚫 The music and the background in the following video are not free to use, if you'd like to use the music in this video, please contact the artist.	10	Music	PT3M57S	237	2d	hd	false	https://i.ytimg.com/vi/J-UJjFjqATg/maxresdefault.jpg		387	21	0	0	9
240	UCw5VDXH8up3pKUppIvcstNQ	SLICK SLIME SAM - DIY, Comedy, Science for Kids	GuHwCY7PR1Y	2017-12-05T22:59:24.000Z	2017-12-05 22:59:24	CRAFTS AND DRAFTS for Slick Slime Sam	Don't just wait for the new video from Sam, watch some of his best videos yet! Subscribe to Sam's channel and give some thumbs–up to make him motivated to do more videos for you! https://goo.gl/zarVZo	26	Howto & Style	PT23M43S	1423	2d	hd	false	https://i.ytimg.com/vi/GuHwCY7PR1Y/maxresdefault.jpg	1	1407028	21215	1345	0	2428
241	UCnSccpz9Y8HsF7Kgoomux6w	batteryPOP Videos for Kids	nPP7_onJ-IA	2017-08-22T15:30:01.000Z	2017-08-22 15:30:01	Eyeball Slime!! | Slime DIYs for Kids | Secret Ingredient Slime | batteryPOP	Alti makes a creepy eyeball monster using a safe slime recipe! Watch to find out how he does it. Comment below if you try this at home! What's goey, slippery, smelly and fun to play with? SLIME! Join Alti as he teaches you how to make themed slime projects for every occasion! batteryPOP is the digital kids network! We feature hours of fun, kid-safe videos from cartoons to comedy to music and more! Check our channel every week for new shows and shorts as well as classic kids stuff you know and love! Don't forget to SUBSCRIBE to our channel! https://www.youtube.com/user/batteryPOP Tweet us on Twitter: https://twitter.com/batterypop Follow us on Instagram: https://www.instagram.com/batterypop/ ‘Like’ us on Facebook: https://www.facebook.com/Batterypop/ Check out our website: https://www.batterypop.com/	1	Film & Animation	PT2M10S	130	2d	hd	false	https://i.ytimg.com/vi/nPP7_onJ-IA/maxresdefault.jpg	1	1492	3	1	0	
242	UCZwVtccgG7noDXCp-NefvWg	diySatisfying	mf79zzWQ_qY	2016-08-28T13:56:29.000Z	2016-08-28 13:56:29	MOST SATISFYING SLIME VIDEO EVER!!! (Compilation) // diySatisfying	Most satisfying/relaxing slime poking video 😍😍 More satisfying the more you watch💸 Turn volume up - if you can't here the satisfying sounds 🔊⬆️ We sell slime! Check out my sisters etsy: mangoslimeco https://www.etsy.com/uk/shop/MangoslimeCo?ref=ss_profile Instagram: @mango_slime http://instagram.com/mango_slime Make sure to check my other videos out😇 What makes my channel different to other slime compilation YouTubers? * I cut out the boring bits- which is means more asmr! * I fit more slime clips into one video * I was one of the first satisfying compilationers on YouTube! Follow my twin sisters' Instagram! @mango_slime 🍉🍌🍍 Credits: @peachyslimes (ig) @slimekids (ig) @slimegalleryz (ig) @pppsb.shop (ig) @kpsweetdeco (ig) @slimesound (ig) Credits shown above or in video	24	Entertainment	PT4M16S	256	2d	hd	false		1	26135534	88496	15668	0	12044
243	UCd3cx6NAT_cu00fMelZHGbA	DivineBrick Artist	8wS2fBy5-Fg	2019-01-23T16:07:49.000Z	2019-01-23 16:07:49	Slime on a Toad	"Slime on a Toad" January 14, 2019 Meditative Play initiated and facilitated by DivineBrick Movement by Julia Hays and DivineBrick Concepts explored by Julia Hays and DivineBrick Music by Zachary Paul Meditative Plays are experiences to facilitate growth and exploration of themes and concepts directly related to individuals involved. The goal is not only to create a work that effects viewers but also shifts the present and personal experience and growth of participants. You may call it a ritual, a cleansing, a purging, a ceremony, a trial by fire, and ancestral need to play with something to further understand it...its a deeper approach that values experience over aesthetics and spirituality over quantification. DivineBrick (josie j) Julia Hays Zachary Paul @coaxial Los Angeles Ca	28	Science & Technology	PT18M7S	1087	2d	hd	false	https://i.ytimg.com/vi/8wS2fBy5-Fg/maxresdefault.jpg		72	0	0	0	0
244	UC52Ou5u4yl7PiQzDaYIrICg	The Late Late Show	vbjCno5stvc	2017-12-02T00:13:10.000Z	2017-12-02 00:13:10	Hope you had a nice slime! | The Late Late Toy Show | RTÉ One	Sure they were only dying to be in the audience of The #LateLateToyShow 😂 Hope you had a nice slime Ayesha Yousaf (10) from Carlow!	24	Entertainment	PT45S	45	2d	hd	false	https://i.ytimg.com/vi/vbjCno5stvc/maxresdefault.jpg	1	7558	31	4	0	
245	UC1zZE_kJ8rQHgLTVfobLi_g	The King of Random	zliXBtCQDow	2018-06-01T15:00:07.000Z	2018-06-01 15:00:07	Magnetic Slime Swallowing Monster Magnets	Today we're making DIY magnetic slime! Nintendo Switch + Mario Kart 8 Giveaway: https://goo.gl/FmjRFP Subscribe & “Ring the Bell”: https://goo.gl/618xWm Black Iron Oxide: http://amzn.to/2H5p1oo Glue: https://amzn.to/2JjHLUZ Liquid Starch: https://amzn.to/2JnZo6g Get TKOR Merch: https://goo.gl/i5ehRg See What Else I’m Up To: Instagram: https://goo.gl/C0Q1YU Facebook: https://goo.gl/EWo7S7 Pinterest: https://goo.gl/Gbffq4 Business Inquiries: For sponsorship requests or business opportunities please contact me directly: https://goo.gl/Z2L6yM Music by: Gavin Luke - "Cool Wet Sand" Royalty Free Music from Epidemic Sound: https://goo.gl/jlJWJO WARNING: This video is only for entertainment purposes. If you rely on the information portrayed in this video, you assume the responsibility for the results. Have fun, but always think ahead, and remember that every project you try is at YOUR OWN RISK. ✌️👑 RANDOM NATION: TRANSLATE this video and you'll GET CREDIT! Click Here: https://goo.gl/yT5LPL Want credit TRANSLATING other videos? Click Here to see where else you can contribute: https://goo.gl/Dmpwbq THANK YOU!! ✌️👑 _ _ _ 6 _ _	27	Education	PT10M11S	611	2d	hd	true	https://i.ytimg.com/vi/zliXBtCQDow/maxresdefault.jpg	1	3099445	44905	1436	0	5290
246	UCTM-p_LO8fsbLRMFqitWqBA	Lena Slime	Iun4FldGDFc	2019-02-15T16:19:41.000Z	2019-02-15 16:19:41	Mixing Makeup Eyeshadow Into Slime ! Silver vs Gold Special Series Part 6 ! Satisfying Slime Video	Hi guys! Today, I'm going to be Mixing Makeup Eyeshadow into Clear Slime. I'll be mixing full cut eye shadow into two clear slimes! I'm separating the colors out to make a beautiful swirl slime at the end! I hope you enjoy this satisfying slime video. Thank you for watching. Love you! 💗 Subscribe and Come Watch these! You will like: Mixing Makeup Eyeshadow Into Slime ! Pink vs Purple Special Series Part 5 ! Satisfying Slime Video https://youtu.be/5HBaIUe-Sts Mixing Makeup Eyeshadow Into Slime ! Black vs White Special Series Part 4 ! Satisfying Slime Video https://youtu.be/_NWr3njEhXY Mixing Makeup Eyeshadow Into Slime ! Red vs Green Special Series Part 3 ! Satisfying Slime Video https://youtu.be/LSlUsJtN-Gw Mixing Makeup Eyeshadow Into Slime ! Purple vs Orange Special Series Part 2 ! Satisfying Slime Video https://youtu.be/R4gkWB6szfY Mixing Makeup Eyeshadow Into Slime ! Blue vs Yellow Special Series ! Satisfying Slime Video https://youtu.be/QPMXTaW4hCc Mixing Makeup Eyeshadow Into Glossy Slime ! SLIME SMOOTHIE ! SATISFYING SLIME VIDEO https://youtu.be/YNU_IH3G7YE Mixing Makeup Eyeshadow Into Glossy Slime ! SLIME SMOOTHIE ! SATISFYING SLIME VIDEO Part 3 https://youtu.be/UMxc64HB6-g Mixing Eyeshadow into Slime - Full Cut !! All Clear !! Satisfying Slime ASMR https://youtu.be/YNU_IH3G7YE Mixing Makeup, Glitter and Mini Glitter Into Clear Slime ! MOST SATISFYING SLIME VIDEO ! Part 3 https://youtu.be/sdfuavcwwFg Mixing Eyeshadow into Clear Slime - Satisfying Slime ASMR Part 3 https://youtu.be/inwUTMfvemw Mixing Eyeshadow into Clear Slime - Satisfying Slime ASMR Part 4 https://youtu.be/WhmwxC2xqGQ Mixing Eyeshadow into Clear Slime - Satisfying Slime ASMR Part 2 https://youtu.be/j5tS2rICwFk Mixing Eyeshadow into Clear Slime - Satisfying Slime ASMR https://youtu.be/PPNXMsBLPuI Mixing Makeup Eyeshadow and Lipstick into Glossy Slime !!! https://youtu.be/kYNLTKbI534 #lenaslime #makeupslime #eyeshadowslime #fullcuteyeshadowslime #fullcutmakeupslime ---------------------------------------------------------------------------------------------------------- LOOKING FOR MORE SLIME? CHECK OUT THESE GREAT CHANNELS ---------------------------------------------------------------------------------------------------------- #tanyast #izabelastress #tomslime #satisfychannel #tepslime #colorslime #boomslime #jennyslime #satisfyingslimevideos #jerryslime Special Series Mixing "Silver" vs "Gold" Mekeup,Parts,glitter... Into Slime!	22	People & Blogs	PT8M32S	512	2d	hd	false	https://i.ytimg.com/vi/Iun4FldGDFc/maxresdefault.jpg	1	744501	8932	681	0	759
247	UCTM-p_LO8fsbLRMFqitWqBA	Lena Slime	XgSiZtrfImw	2019-07-17T14:53:29.000Z	2019-07-17 14:53:29	Grape vs Orange - Mixing Makeup Eyeshadow Into Slime Special Series 136 Satisfying Slime Video	Hi! In this makeup destruction video, I'm going to be Mixing Makeup Eyeshadow into Clear Slime with Grape Fanta Purple vs Orange Fanta colored makeup. I'll be mixing and breaking up makeup and eye shadow into clear slimes and separating the colors out to make a beautiful swirl slime at the end! I hope you enjoy this satisfying slime coloring with makeup special series slime video. Thank you for watching. Love you! 💗 Subscribe and Come Watch these! You will like: Pink 💗 vs 💙 Teal - https://youtu.be/qNmBPEaLxME Pink 💗 vs 💚 Mint - https://youtu.be/iigOAbYeQ-g Pink 💗 vs 💙 Blue #2 - https://youtu.be/tw7tdgZ_oAM Pink💗 vs 💜Purple - https://youtu.be/4xAPB9Qrq-U Pink 💗 vs 💙 Blue #1 - https://youtu.be/8OemNihNqCY Pink 💗 vs 💿 Silver - https://youtu.be/0bsXhOcAgo8 Red ❤️ vs 🍫 Chocolate - https://youtu.be/Du0hlaEfRSw Light Blue 💙 vs 💙 Dark Blue - https://youtu.be/_ti6c4BwuRM Rose 🌹 vs 📀Gold - https://youtu.be/GCBOQJXc_FQ Black 🖤 vs 💚Green - https://youtu.be/0FI-YmVCxMY Red ❤️ vs 🧡 Orange - https://youtu.be/GMO9mURA2Ic Green 💚 vs 💿 Silver - https://youtu.be/Flz86htj7oI Blue💙 vs 💚Green - https://youtu.be/DfxHPTwiM48 Pink 💗 vs 💗Pink - https://youtu.be/u0ye5d0l1Nc Blue💙 vs 💗Pink - https://youtu.be/mWsJEbxJyf0 Pink 💗 vs 📀 Gold - https://youtu.be/q8N728katcA Pink 💗 vs 🖤 Black- https://youtu.be/13cRrb4j-Mk Pink💗 vs 🐶Brown - https://youtu.be/19pVn8PV5fA Pink 💗 vs 💛 Yellow - https://youtu.be/VzkxjRTtH2o Pink💗 vs 💜Purple - https://youtu.be/5HBaIUe-Sts Pink💗 vs 🧡Orange - https://youtu.be/qxrTYJEReYk Purple💜 vs 💙 Blue - https://youtu.be/PdCcSDfNy4A Silver💿 vs 📀Gold - https://youtu.be/Iun4FldGDFc Black🖤 vs 💮White - https://youtu.be/_NWr3njEhXY Blue 💙 vs 💿 Silver - https://youtu.be/R_Vh_9F7-Ys Burgundy🏮 vs 🐶Beige - https://youtu.be/kQkv5YuJZJI Teal 💎 vs 🐮 Brown https://youtu.be/NGyLXVjGiH4 Red ❤️ vs 💛 Yellow - https://youtu.be/opjPFOMRqaw Green 💚 vs 💿 Silver - https://youtu.be/Flz86htj7oI Teal 💎 vs 💜 Purple - https://youtu.be/RRIA8Q1lsqo Blue💙 vs 💚Green - https://youtu.be/DfxHPTwiM48 Orange🧡 vs 💛Yellow - https://youtu.be/JAabZQY6xs4 Purple💜 vs 💚Green - https://youtu.be/DiihirxK3Dc Red🌹 vs 💮White - https://youtu.be/vo1akDO6tBA Black🖤 vs 💛Yellow - https://youtu.be/J0-Qm6rEgcQ Pink💗 vs 💚Green - https://youtu.be/J0-Qm6rEgcQ Gold📀 vs 💎Teal - https://youtu.be/kQrveAnazT8 Green💚 vs 🧡Orange - https://youtu.be/ex1XHvB6ZvY Purple💜 vs 💛Yellow - https://youtu.be/8tg7CxMMiW8 Blue💙 vs ❤️Red - https://youtu.be/MaasbzlDyMQ Black🖤 vs 💗Pink - https://youtu.be/pN_EUbiwm6g Orange🧡 vs 💙Blue - https://youtu.be/Q0J-EXGju94 Red❤️ vs 💚Green - https://youtu.be/LSlUsJtN-Gw Purple💜 vs 🧡Orange -https://youtu.be/R4gkWB6szfY Blue💙 vs 💛Yellow - https://youtu.be/QPMXTaW4hCc Blue💙 vs ❤️Red❤️ vs 💛Yellow - https://youtu.be/YNU_IH3G7YE #lenaslime #makeupslime #eyeshadowslime #makeupasmr #makeupdestruction ---------------------------------------------------------------------------------------------------------- LOOKING FOR MORE SLIME? CHECK OUT THESE GREAT CHANNELS ---------------------------------------------------------------------------------------------------------- #tanyast #izabelastress #tomslime #satisfychannel #tepslime #makeupbreakup #boomslime #jennyslime #ryoslime #satisfyingslimevideos #jerryslime Slime Special Series Mixing Purple vs Orange Mekeup with Parts, glitter... Into Slime.	22	People & Blogs	PT9M39S	579	2d	hd	false	https://i.ytimg.com/vi/XgSiZtrfImw/maxresdefault.jpg	1	109083	4349	205	0	326
248	UCXyrZim8CaYWYzR81FK7Opw	BeckVEVO	8I1B4n_8Cto	2017-10-13T04:20:54.000Z	2017-10-13 04:20:54	Beck - Colors (Slime Visualizer)	Beck’s new album ‘Colors’ available now: http://beck.to/colors Get ‘Colors’ Deluxe Edition Vinyl and Shop Merch: http://beck.to/shop Follow Beck: http://www.beck.com http://twitter.com/Beck http://facebook.com/Beck http://instagram.com/Beck http://www.youtube.com/Beck (C) 2017 Fonograf Records Under Exclusive License To Capitol Records, LLC #Beck #Colors #Vevo	10	Music	PT4M21S	261	2d	hd	false	https://i.ytimg.com/vi/8I1B4n_8Cto/maxresdefault.jpg	1	3400445	29796	1490	0	1489
249	UCXeFVuWeCTPLzGp-r5Rrppw	trillslime	Ny5Fj_J6OOY	2017-10-05T02:19:30.000Z	2017-10-05 02:19:30	NEW SLIME SHOP// TRILLSLIME RESTOCK OCTOBER 4TH	WASSSUPPP trillslimesquad✌🏽💜✨ @trill.slime on instagram SLIME SHOP: https://trillslimeshop.com SLIME INSTAGRAM: https://www.instagram.com/trill.slime/?hl=en SEND ME LETTERS HERE: PO BOX 35302 CLEVELAND, OHIO 44135-9998 INTRO MUSIC: 4U-- BLACKBEAR BACKGROUND MUSIC: BE ALRIGHT-- ARIANA GRANDE 🔴No Copyright infringement intended. This music is not owned by me, I give all rights to the owners of the music. CAMERA USED// CANON REBEL T5i EDITOR USED// FINAL CUT PRO NOT SPONSORED.	26	Howto & Style	PT6M14S	374	2d	hd	false	https://i.ytimg.com/vi/Ny5Fj_J6OOY/maxresdefault.jpg	1	41197	1167	19	0	323
